date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:36:15	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2231916-60bb1b6d22df0%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
05:36:16	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2231916-60bb1b6d22df0%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
05:36:16	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-60bb1b6d24948%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
05:36:17	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2218d14-60bb1b6d24948%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
05:36:19	202744/202744	---MCZ	200	added ('OK')	font/ttf	etag:W/%22317f8-60bb1b6d24560%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
05:36:20	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e05cf-60bb1b6d23d90%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
05:36:21	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220cca-60bb1b6d202f8%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
05:36:22	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220cca-60bb1b6d202f8%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
05:36:22	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-60bb1b6d21e50%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
05:36:24	90060/90060	---M--	200	added ('OK')	font/woff	etag:%2215fcc-60bb1b6d21e50%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
05:36:25	134040/134040	---MCZ	200	added ('OK')	font/ttf	etag:W/%2220b98-60bb1b6d21a68%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
05:36:26	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b6819-60bb1b6d21680%22	https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	/Users/mannaushack/websites/Groki/groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://groki.lol/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
